"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Aug 18 13:20:25 GMT 2021","Wed Aug 18 13:20:25 GMT 2021","166","","privacypolicy.PrivacyPolicyTest","","privacypolicy.PrivacyPolicyTest","saveToFileTest","saveToFileTest()",""
"broken","Wed Aug 18 13:20:25 GMT 2021","Wed Aug 18 13:20:25 GMT 2021","154","","modify.ModifyDataTest","","modify.ModifyDataTest","editProfileUserIDTest","editProfileUserIDTest()",""
"broken","Wed Aug 18 13:20:26 GMT 2021","Wed Aug 18 13:20:26 GMT 2021","178","","data.DataListingTest","","data.DataListingTest","testDataListing","testDataListing()",""
"broken","Wed Aug 18 13:20:26 GMT 2021","Wed Aug 18 13:20:26 GMT 2021","180","","profilemenu.ProfileMenuTest","","profilemenu.ProfileMenuTest","testSelectMenuItem","testSelectMenuItem()",""
"broken","Wed Aug 18 13:20:26 GMT 2021","Wed Aug 18 13:20:26 GMT 2021","153","","login.LoginTest","","login.LoginTest","testSuccessfulLogin","testSuccessfulLogin()",""
"broken","Wed Aug 18 13:20:25 GMT 2021","Wed Aug 18 13:20:26 GMT 2021","143","","search.searchTest","","search.searchTest","morePagesListsTest","morePagesListsTest()",""
"broken","Wed Aug 18 13:20:25 GMT 2021","Wed Aug 18 13:20:25 GMT 2021","201","","logout.LogoutTest","","logout.LogoutTest","testSuccessfulLogout","testSuccessfulLogout()",""
"broken","Wed Aug 18 13:20:26 GMT 2021","Wed Aug 18 13:20:26 GMT 2021","153","","data.DataListingTest","","data.DataListingTest","testRemoveFromWatchListing","testRemoveFromWatchListing()",""
"broken","Wed Aug 18 13:20:19 GMT 2021","Wed Aug 18 13:20:24 GMT 2021","5444","","modify.ModifyDataTest","","modify.ModifyDataTest","writeBackNameTest","writeBackNameTest()",""
"broken","Wed Aug 18 13:20:25 GMT 2021","Wed Aug 18 13:20:25 GMT 2021","182","","modify.ModifyDataTest","","modify.ModifyDataTest","editBioTest","editBioTest()",""
"broken","Wed Aug 18 13:20:26 GMT 2021","Wed Aug 18 13:20:26 GMT 2021","143","","data.DataListingTest","","data.DataListingTest","testWatchListing","testWatchListing()",""
"broken","Wed Aug 18 13:20:24 GMT 2021","Wed Aug 18 13:20:25 GMT 2021","265","","modify.ModifyDataTest","","modify.ModifyDataTest","deleteBioTest","deleteBioTest()",""
