"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Aug 18 16:31:59 GMT 2021","Wed Aug 18 16:32:00 GMT 2021","178","","data.DataListingTest","","data.DataListingTest","testRemoveFromWatchListing","TC-IMDB_015",""
"broken","Wed Aug 18 16:31:59 GMT 2021","Wed Aug 18 16:31:59 GMT 2021","153","","privacypolicy.PrivacyPolicyTest","","privacypolicy.PrivacyPolicyTest","saveToFileTest","TC-IMDB_007",""
"broken","Wed Aug 18 16:31:58 GMT 2021","Wed Aug 18 16:31:59 GMT 2021","142","","logout.LogoutTest","","logout.LogoutTest","testSuccessfulLogout","TC-IMDB_006",""
"broken","Wed Aug 18 16:31:55 GMT 2021","Wed Aug 18 16:31:58 GMT 2021","2476","","modify.ModifyDataTest","","modify.ModifyDataTest","writeBackNameTest","TC-IMDB_011",""
"broken","Wed Aug 18 16:31:59 GMT 2021","Wed Aug 18 16:31:59 GMT 2021","152","","login.LoginTest","","login.LoginTest","testSuccessfulLogin","TC-IMDB_003",""
"broken","Wed Aug 18 16:31:58 GMT 2021","Wed Aug 18 16:31:58 GMT 2021","248","","modify.ModifyDataTest","","modify.ModifyDataTest","deleteBioTest","TC-IMDB_013",""
"broken","Wed Aug 18 16:31:58 GMT 2021","Wed Aug 18 16:31:58 GMT 2021","152","","modify.ModifyDataTest","","modify.ModifyDataTest","editBioTest","TC-IMDB_012",""
"broken","Wed Aug 18 16:31:58 GMT 2021","Wed Aug 18 16:31:58 GMT 2021","193","","modify.ModifyDataTest","","modify.ModifyDataTest","editProfileUserIDTest","TC-IMDB_010",""
"broken","Wed Aug 18 16:31:59 GMT 2021","Wed Aug 18 16:31:59 GMT 2021","160","","data.DataListingTest","","data.DataListingTest","testDataListing","TC-IMDB_008",""
"broken","Wed Aug 18 16:31:59 GMT 2021","Wed Aug 18 16:31:59 GMT 2021","162","","search.searchTest","","search.searchTest","morePagesListsTest","TC-IMDB_009",""
"broken","Wed Aug 18 16:31:59 GMT 2021","Wed Aug 18 16:31:59 GMT 2021","143","","data.DataListingTest","","data.DataListingTest","testWatchListing","TC-IMDB_014",""
