"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 20 06:59:10 GMT 2021","Fri Aug 20 06:59:11 GMT 2021","123","","modify.ModifyDataTest","","modify.ModifyDataTest","deleteBioTest","TC-IMDB_013",""
"broken","Fri Aug 20 06:59:11 GMT 2021","Fri Aug 20 06:59:11 GMT 2021","35","","modify.ModifyDataTest","","modify.ModifyDataTest","editBioTest","TC-IMDB_012",""
"broken","Fri Aug 20 06:59:11 GMT 2021","Fri Aug 20 06:59:11 GMT 2021","34","","login.LoginTest","","login.LoginTest","testSuccessfulLogin","TC-IMDB_003",""
"broken","Fri Aug 20 06:59:11 GMT 2021","Fri Aug 20 06:59:11 GMT 2021","49","","privacypolicy.PrivacyPolicyTest","","privacypolicy.PrivacyPolicyTest","saveToFileTest","TC-IMDB_007",""
"broken","Fri Aug 20 06:59:11 GMT 2021","Fri Aug 20 06:59:11 GMT 2021","44","","logout.LogoutTest","","logout.LogoutTest","testSuccessfulLogout","TC-IMDB_006",""
"broken","Fri Aug 20 06:59:11 GMT 2021","Fri Aug 20 06:59:11 GMT 2021","40","","data.DataListingTest","","data.DataListingTest","testDataListing","TC-IMDB_008",""
"broken","Fri Aug 20 06:59:07 GMT 2021","Fri Aug 20 06:59:10 GMT 2021","3200","","modify.ModifyDataTest","","modify.ModifyDataTest","writeBackNameTest","TC-IMDB_011",""
"broken","Fri Aug 20 06:59:11 GMT 2021","Fri Aug 20 06:59:11 GMT 2021","35","","modify.ModifyDataTest","","modify.ModifyDataTest","editProfileUserIDTest","TC-IMDB_010",""
"broken","Fri Aug 20 06:59:11 GMT 2021","Fri Aug 20 06:59:11 GMT 2021","53","","data.DataListingTest","","data.DataListingTest","testWatchListing","TC-IMDB_014",""
"broken","Fri Aug 20 06:59:11 GMT 2021","Fri Aug 20 06:59:11 GMT 2021","53","","search.searchTest","","search.searchTest","morePagesListsTest","TC-IMDB_009",""
"broken","Fri Aug 20 06:59:11 GMT 2021","Fri Aug 20 06:59:11 GMT 2021","53","","data.DataListingTest","","data.DataListingTest","testRemoveFromWatchListing","TC-IMDB_015",""
